121,75
170,90
140,119
146,78
184,122
1114,86
1022,92
1089,169
1140,143
1059,88
1058,56
1043,167
786,561
605,525
677,614
700,541
782,626
696,570
777,533
65,551
136,610
84,616
101,556
149,629
95,587
146,584
